Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Shipment_month,Delivery_Date,Delivery_month,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid dates,,,
SH11576,Warehouse_LA,Houston,OnTrac,2023-07-01,Jul 2023,2023-07-13,Jul 2023,36.80,150.78,Delayed,882,2,valid,,,
SH10095,Warehouse_MIA,Detroit,Amazon Logistics,2023-07-01,Jul 2023,2023-07-04,Jul 2023,18.60,191.08,Delivered,1447,3,valid,,,
SH10652,Warehouse_BOS,Chicago,DHL,2023-07-01,Jul 2023,2023-07-06,Jul 2023,54.90,243.58,Delivered,1121,5,valid,,,
SH10084,Warehouse_CHI,Atlanta,FedEx,2023-07-02,Jul 2023,2023-07-06,Jul 2023,22.90,233.89,Delivered,1510,4,valid,,,
SH10520,Warehouse_LA,Boston,OnTrac,2023-07-02,Jul 2023,2023-07-04,Jul 2023,6.60,115.73,Delivered,912,2,valid,,,
SH11069,Warehouse_CHI,Portland,Amazon Logistics,2023-07-02,Jul 2023,2023-07-04,Jul 2023,20.20,129.06,Delivered,780,2,valid,,,
SH11401,Warehouse_HOU,Phoenix,FedEx,2023-07-02,Jul 2023,2023-07-08,Jul 2023,17.20,331.37,Delivered,2287,6,valid,,,
SH11704,Warehouse_BOS,Portland,UPS,2023-07-02,Jul 2023,2023-07-10,Jul 2023,13.00,250.60,Delivered,1899,8,valid,,,
SH10145,Warehouse_HOU,Atlanta,UPS,2023-07-03,Jul 2023,2023-07-10,Jul 2023,23.40,142.13,Delayed,800,3,valid,,,
SH11410,Warehouse_DEN,Atlanta,UPS,2023-07-03,Jul 2023,2023-07-10,Jul 2023,14.00,260.56,Delivered,2009,7,valid,,,
SH11725,Warehouse_LA,Denver,USPS,2023-07-03,Jul 2023,2023-07-07,Jul 2023,15.20,181.08,Delivered,1453,4,valid,,,
SH10031,Warehouse_BOS,Dallas,OnTrac,2023-07-04,Jul 2023,2023-07-08,Jul 2023,30.20,162.68,Delivered,1048,4,valid,,,
SH10186,Warehouse_HOU,New York,FedEx,2023-07-04,Jul 2023,2023-07-08,Jul 2023,19.60,261.42,Delivered,1791,4,valid,,,
SH10651,Warehouse_SEA,Los Angeles,OnTrac,2023-07-04,Jul 2023,2023-07-08,Jul 2023,14.60,204.47,Delivered,1495,4,valid,,,
SH11270,Warehouse_CHI,Boston,LaserShip,2023-07-04,Jul 2023,2023-07-07,Jul 2023,19.30,163.73,Delivered,1097,3,valid,,,
SH11806,Warehouse_NYC,Houston,OnTrac,2023-07-04,Jul 2023,2023-07-10,Jul 2023,16.20,245.98,Delivered,1870,6,valid,,,
SH10329,Warehouse_DEN,Seattle,Amazon Logistics,2023-07-04,Jul 2023,2023-07-09,Jul 2023,10.70,219.90,Lost,1857,5,valid,,,
SH10260,Warehouse_MIA,San Francisco,UPS,2023-07-05,Jul 2023,,,14.60,358.31,Delayed,2492,6,invalid,,,
SH11078,Warehouse_ATL,Houston,Amazon Logistics,2023-07-05,Jul 2023,2023-07-10,Jul 2023,66.50,94.15,Delivered,155,5,valid,,,
SH11178,Warehouse_ATL,Atlanta,FedEx,2023-07-05,Jul 2023,2023-07-10,Jul 2023,38.00,329.04,Delivered,1940,5,valid,,,
SH11287,Warehouse_HOU,San Francisco,LaserShip,2023-07-05,Jul 2023,2023-07-06,Jul 2023,56.40,141.61,Delivered,531,1,valid,,,
SH11460,Warehouse_ATL,Phoenix,UPS,2023-07-05,Jul 2023,2023-07-08,Jul 2023,100.90,172.46,Delivered,390,3,valid,,,
SH11940,Warehouse_LA,Seattle,OnTrac,2023-07-05,Jul 2023,2023-07-10,Jul 2023,26.40,161.78,Delivered,1135,5,valid,,,
SH10769,Warehouse_DEN,New York,USPS,2023-07-06,Jul 2023,2023-07-10,Jul 2023,13.60,204.17,Delivered,1646,4,valid,,,
SH11064,Warehouse_ATL,Miami,LaserShip,2023-07-06,Jul 2023,2023-07-12,Jul 2023,42.30,297.40,Delivered,2310,6,valid,,,
SH11659,Warehouse_ATL,Minneapolis,OnTrac,2023-07-06,Jul 2023,2023-07-11,Jul 2023,9.70,191.62,Delivered,1529,5,valid,,,
SH11807,Warehouse_NYC,Portland,LaserShip,2023-07-06,Jul 2023,2023-07-10,Jul 2023,6.20,139.44,Delivered,1227,4,valid,,,
SH10511,Warehouse_LA,Denver,FedEx,2023-07-07,Jul 2023,2023-07-18,Jul 2023,16.50,196.73,Delayed,1228,4,valid,,,
SH10132,Warehouse_DEN,San Francisco,DHL,2023-07-07,Jul 2023,,,8.40,,Delivered,815,3,invalid,,,
SH10525,Warehouse_SF,Denver,DHL,2023-07-07,Jul 2023,2023-07-11,Jul 2023,34.70,304.30,Delivered,1785,4,valid,,,
SH10761,Warehouse_DEN,Miami,DHL,2023-07-07,Jul 2023,2023-07-12,Jul 2023,18.10,229.06,Delivered,1660,5,valid,,,
SH11235,Warehouse_SF,Minneapolis,LaserShip,2023-07-07,Jul 2023,2023-07-14,Jul 2023,42.80,322.49,Delivered,2389,7,valid,,,
SH11448,Warehouse_CHI,Houston,LaserShip,2023-07-07,Jul 2023,2023-07-13,Jul 2023,35.40,217.42,Delivered,1655,6,valid,,,
SH10867,Warehouse_ATL,San Francisco,FedEx,2023-07-08,Jul 2023,2023-07-18,Jul 2023,34.20,93.52,Delayed,439,3,valid,,,
SH10975,Warehouse_DEN,New York,Amazon Logistics,2023-07-08,Jul 2023,2023-07-21,Jul 2023,20.20,248.02,Delayed,2051,5,valid,,,
SH10869,Warehouse_MIA,Seattle,LaserShip,2023-07-08,Jul 2023,2023-07-13,Jul 2023,64.00,233.21,Delivered,1235,5,valid,,,
SH11170,Warehouse_HOU,Miami,Amazon Logistics,2023-07-08,Jul 2023,2023-07-12,Jul 2023,6.50,156.00,Delivered,1302,4,valid,,,
SH11447,Warehouse_NYC,San Francisco,LaserShip,2023-07-08,Jul 2023,2023-07-11,Jul 2023,41.70,91.23,Delivered,302,3,valid,,,
SH11801,Warehouse_LA,Los Angeles,DHL,2023-07-08,Jul 2023,2023-07-10,Jul 2023,61.40,111.25,Delivered,128,2,valid,,,
SH11902,Warehouse_DEN,Minneapolis,Amazon Logistics,2023-07-08,Jul 2023,2023-07-12,Jul 2023,14.70,243.70,Delivered,1949,4,valid,,,
SH11999,Warehouse_MIA,Portland,OnTrac,2023-07-08,Jul 2023,,,49.50,360.74,Delivered,2321,7,invalid,,,
SH10672,Warehouse_HOU,Detroit,LaserShip,2023-07-09,Jul 2023,2023-07-23,Jul 2023,25.50,298.33,Delayed,2427,6,valid,,,
SH10376,Warehouse_LA,Boston,USPS,2023-07-09,Jul 2023,2023-07-12,Jul 2023,37.90,171.78,In Transit,1014,3,valid,,,
SH10119,Warehouse_DEN,Minneapolis,DHL,2023-07-10,Jul 2023,2023-07-11,Jul 2023,21.60,64.74,Delivered,261,1,valid,,,
SH10330,Warehouse_MIA,Detroit,Amazon Logistics,2023-07-10,Jul 2023,2023-07-13,Jul 2023,8.30,154.62,Delivered,1155,3,valid,,,
SH10833,Warehouse_MIA,New York,DHL,2023-07-10,Jul 2023,2023-07-11,Jul 2023,12.40,47.25,Delivered,237,1,valid,,,
SH11174,Warehouse_DEN,Portland,FedEx,2023-07-10,Jul 2023,2023-07-15,Jul 2023,17.10,278.83,Delivered,1989,5,valid,,,
SH11265,Warehouse_BOS,Portland,UPS,2023-07-10,Jul 2023,2023-07-17,Jul 2023,16.40,265.38,Delivered,1834,7,valid,,,
SH11463,Warehouse_NYC,Minneapolis,Amazon Logistics,2023-07-10,Jul 2023,2023-07-15,Jul 2023,27.80,239.99,In Transit,1591,5,valid,,,
SH11557,Warehouse_SF,Houston,OnTrac,2023-07-11,Jul 2023,2023-07-25,Jul 2023,9.00,126.74,Delayed,979,4,valid,,,
SH10404,Warehouse_HOU,Miami,UPS,2023-07-11,Jul 2023,2023-07-14,Jul 2023,29.10,160.14,Delivered,940,3,valid,,,
SH11251,Warehouse_BOS,Houston,DHL,2023-07-11,Jul 2023,2023-07-16,Jul 2023,10.80,224.13,Delivered,1409,5,valid,,,
SH11864,Warehouse_SF,New York,FedEx,2023-07-11,Jul 2023,2023-07-17,Jul 2023,88.90,424.24,Delivered,2356,6,valid,,,
SH10591,Warehouse_BOS,Seattle,DHL,2023-07-12,Jul 2023,2023-07-25,Jul 2023,17.10,265.04,Delayed,1749,5,valid,,,
SH10341,Warehouse_HOU,Chicago,Amazon Logistics,2023-07-12,Jul 2023,2023-07-15,Jul 2023,13.90,136.58,Delivered,1028,3,valid,,,
SH10985,Warehouse_CHI,Chicago,UPS,2023-07-12,Jul 2023,2023-07-16,Jul 2023,45.00,108.75,Delivered,400,4,valid,,,
SH11133,Warehouse_BOS,Chicago,UPS,2023-07-12,Jul 2023,2023-07-17,Jul 2023,10.40,107.97,Delivered,810,5,valid,,,
SH11598,Warehouse_SF,Phoenix,Amazon Logistics,2023-07-12,Jul 2023,2023-07-15,Jul 2023,11.50,148.69,Delivered,1189,3,valid,,,
SH11777,Warehouse_CHI,Minneapolis,USPS,2023-07-12,Jul 2023,2023-07-15,Jul 2023,23.10,204.70,Delivered,1547,3,valid,,,
SH11809,Warehouse_DEN,Atlanta,USPS,2023-07-12,Jul 2023,2023-07-16,Jul 2023,30.20,,Delivered,1393,4,valid,,,
SH10737,Warehouse_ATL,Miami,USPS,2023-07-12,Jul 2023,2023-07-18,Jul 2023,15.10,236.63,In Transit,1795,6,valid,,,
SH10567,Warehouse_CHI,Miami,OnTrac,2023-07-13,Jul 2023,2023-07-17,Jul 2023,25.30,191.72,Delivered,1350,4,valid,,,
SH11481,Warehouse_HOU,Dallas,OnTrac,2023-07-13,Jul 2023,2023-07-16,Jul 2023,8.10,188.86,Delivered,1472,3,valid,,,
SH11723,Warehouse_HOU,Los Angeles,USPS,2023-07-13,Jul 2023,2023-07-16,Jul 2023,17.70,170.71,Delivered,1382,3,valid,,,
SH10147,Warehouse_ATL,San Francisco,UPS,2023-07-14,Jul 2023,2023-07-19,Jul 2023,66.80,336.20,Delivered,2262,5,valid,,,
SH10220,Warehouse_ATL,Boston,UPS,2023-07-14,Jul 2023,2023-07-19,Jul 2023,4.90,203.03,Delivered,1660,5,valid,,,
SH10725,Warehouse_NYC,Minneapolis,USPS,2023-07-14,Jul 2023,2023-07-19,Jul 2023,27.40,178.29,Delivered,1367,5,valid,,,
SH10198,Warehouse_BOS,Denver,UPS,2023-07-15,Jul 2023,2023-07-19,Jul 2023,4.20,208.73,Delivered,1596,4,valid,,,
SH10532,Warehouse_LA,Minneapolis,LaserShip,2023-07-15,Jul 2023,2023-07-20,Jul 2023,36.40,257.54,Delivered,1685,5,valid,,,
SH11759,Warehouse_SEA,Los Angeles,FedEx,2023-07-15,Jul 2023,2023-07-18,Jul 2023,20.00,140.66,Delivered,847,3,valid,,,
SH10555,Warehouse_MIA,Boston,USPS,2023-07-15,Jul 2023,2023-07-18,Jul 2023,69.30,244.01,In Transit,1337,3,valid,,,
SH10063,Warehouse_BOS,Los Angeles,UPS,2023-07-16,Jul 2023,2023-07-19,Jul 2023,25.60,128.53,Delivered,740,3,valid,,,
SH10465,Warehouse_SF,Phoenix,USPS,2023-07-16,Jul 2023,2023-07-20,Jul 2023,39.60,270.85,Delivered,1963,4,valid,,,
SH10478,Warehouse_DEN,Chicago,UPS,2023-07-16,Jul 2023,2023-07-21,Jul 2023,14.80,182.07,Delivered,1304,5,valid,,,
SH10501,Warehouse_LA,Seattle,UPS,2023-07-16,Jul 2023,2023-07-21,Jul 2023,39.00,195.48,Delivered,1135,5,valid,,,
SH10560,Warehouse_MIA,Phoenix,Amazon Logistics,2023-07-16,Jul 2023,2023-07-19,Jul 2023,19.50,114.24,Delivered,713,3,valid,,,
SH10726,Warehouse_LA,Chicago,UPS,2023-07-16,Jul 2023,2023-07-23,Jul 2023,27.40,286.48,Delivered,2072,7,valid,,,
SH10958,Warehouse_SEA,Denver,OnTrac,2023-07-16,Jul 2023,2023-07-21,Jul 2023,29.60,276.98,Delivered,2049,5,valid,,,
SH11601,Warehouse_MIA,Miami,UPS,2023-07-16,Jul 2023,2023-07-18,Jul 2023,38.40,177.30,Delivered,916,2,valid,,,
SH11756,Warehouse_LA,Phoenix,OnTrac,2023-07-16,Jul 2023,2023-07-17,Jul 2023,94.00,143.20,Delivered,373,1,valid,,,
SH10035,Warehouse_BOS,Dallas,OnTrac,2023-07-16,Jul 2023,2023-07-17,Jul 2023,37.70,55.09,Lost,131,1,valid,,,
SH10939,Warehouse_HOU,Dallas,FedEx,2023-07-17,Jul 2023,2023-07-30,Jul 2023,9.30,108.95,Delayed,813,3,valid,,,
SH10102,Warehouse_BOS,Houston,DHL,2023-07-17,Jul 2023,2023-07-24,Jul 2023,8.60,352.85,Delivered,2465,7,valid,,,
SH10407,Warehouse_MIA,Phoenix,OnTrac,2023-07-17,Jul 2023,2023-07-20,Jul 2023,29.30,136.26,In Transit,919,3,valid,,,
SH10099,Warehouse_SEA,Phoenix,LaserShip,2023-07-18,Jul 2023,2023-07-21,Jul 2023,14.60,141.34,Delivered,1158,3,valid,,,
SH11057,Warehouse_BOS,Phoenix,LaserShip,2023-07-18,Jul 2023,2023-07-19,Jul 2023,27.50,41.66,Delivered,101,1,valid,,,
SH11181,Warehouse_SF,Miami,OnTrac,2023-07-18,Jul 2023,2023-07-21,Jul 2023,7.20,139.61,Delivered,1122,3,valid,,,
SH11193,Warehouse_NYC,Chicago,FedEx,2023-07-18,Jul 2023,2023-07-21,Jul 2023,9.70,,Delivered,790,3,valid,,,
SH11067,Warehouse_BOS,Denver,UPS,2023-07-19,Jul 2023,2023-08-01,Aug 2023,25.90,323.47,Delayed,2279,7,valid,,,
SH10175,Warehouse_MIA,Minneapolis,USPS,2023-07-19,Jul 2023,2023-07-25,Jul 2023,11.60,184.50,Delivered,1454,6,valid,,,
SH10289,Warehouse_HOU,Los Angeles,OnTrac,2023-07-19,Jul 2023,2023-07-25,Jul 2023,38.50,330.97,Delivered,2444,6,valid,,,
SH11849,Warehouse_CHI,Atlanta,DHL,2023-07-19,Jul 2023,2023-07-24,Jul 2023,7.70,272.22,Delivered,1814,5,valid,,,
SH11874,Warehouse_ATL,Houston,OnTrac,2023-07-19,Jul 2023,2023-07-24,Jul 2023,79.30,348.67,Delivered,2393,5,valid,,,
SH10115,Warehouse_NYC,Portland,LaserShip,2023-07-20,Jul 2023,2023-07-25,Jul 2023,22.80,267.89,Delivered,1951,5,valid,,,
SH10514,Warehouse_ATL,Atlanta,Amazon Logistics,2023-07-20,Jul 2023,2023-07-23,Jul 2023,20.50,202.83,Delivered,1428,3,valid,,,
SH10529,Warehouse_MIA,Atlanta,FedEx,2023-07-20,Jul 2023,2023-07-26,Jul 2023,19.40,323.37,Delivered,2177,6,valid,,,
SH10752,Warehouse_DEN,Miami,USPS,2023-07-20,Jul 2023,2023-07-22,Jul 2023,10.10,61.20,Delivered,469,2,valid,,,
SH10951,Warehouse_ATL,San Francisco,OnTrac,2023-07-20,Jul 2023,2023-07-24,Jul 2023,62.40,118.11,Delivered,407,4,valid,,,
SH10022,Warehouse_CHI,San Francisco,USPS,2023-07-21,Jul 2023,2023-07-23,Jul 2023,15.20,67.11,Delivered,440,2,valid,,,
SH10311,Warehouse_LA,Dallas,LaserShip,2023-07-21,Jul 2023,2023-07-27,Jul 2023,60.60,242.49,Delivered,1435,6,valid,,,
SH10633,Warehouse_ATL,Houston,UPS,2023-07-21,Jul 2023,2023-07-27,Jul 2023,44.10,340.74,Delivered,2174,6,valid,,,
SH11332,Warehouse_LA,Houston,DHL,2023-07-21,Jul 2023,2023-07-27,Jul 2023,57.20,339.55,Delivered,1933,6,valid,,,
SH11346,Warehouse_NYC,Minneapolis,FedEx,2023-07-21,Jul 2023,2023-07-26,Jul 2023,50.90,324.70,Delivered,2180,5,valid,,,
SH11400,Warehouse_BOS,Boston,DHL,2023-07-21,Jul 2023,2023-07-28,Jul 2023,26.50,373.28,Delivered,2221,7,valid,,,
SH11461,Warehouse_ATL,Boston,Amazon Logistics,2023-07-21,Jul 2023,2023-07-27,Jul 2023,29.20,323.13,Delivered,2216,6,valid,,,
SH11502,Warehouse_MIA,Chicago,FedEx,2023-07-21,Jul 2023,2023-07-24,Jul 2023,18.40,149.34,Delivered,974,3,valid,,,
SH11810,Warehouse_ATL,Atlanta,FedEx,2023-07-21,Jul 2023,2023-07-29,Jul 2023,32.80,360.03,Delivered,2464,8,valid,,,
SH10155,Warehouse_SF,Seattle,USPS,2023-07-22,Jul 2023,2023-07-27,Jul 2023,12.20,278.15,Delivered,2161,5,valid,,,
SH10267,Warehouse_ATL,Minneapolis,DHL,2023-07-22,Jul 2023,2023-07-23,Jul 2023,22.40,70.43,Delivered,263,1,valid,,,
SH10706,Warehouse_NYC,Detroit,USPS,2023-07-22,Jul 2023,2023-07-25,Jul 2023,12.60,75.73,Delivered,497,3,valid,,,
SH11371,Warehouse_MIA,Detroit,USPS,2023-07-22,Jul 2023,2023-07-25,Jul 2023,20.70,57.14,Delivered,298,3,valid,,,
SH11453,Warehouse_MIA,Seattle,LaserShip,2023-07-22,Jul 2023,,,47.60,156.85,Delivered,717,3,invalid,,,
SH11139,Warehouse_DEN,New York,FedEx,2023-07-23,Jul 2023,2023-07-26,Jul 2023,49.80,191.95,Delivered,910,3,valid,,,
SH11279,Warehouse_HOU,Detroit,UPS,2023-07-23,Jul 2023,2023-07-27,Jul 2023,33.40,131.33,Delivered,662,4,valid,,,
SH11860,Warehouse_SF,Dallas,USPS,2023-07-23,Jul 2023,2023-07-26,Jul 2023,43.40,196.44,Delivered,1323,3,valid,,,
SH11081,Warehouse_CHI,Miami,Amazon Logistics,2023-07-23,Jul 2023,2023-07-26,Jul 2023,84.60,260.78,In Transit,1350,3,valid,,,
SH10014,Warehouse_BOS,Miami,FedEx,2023-07-24,Jul 2023,2023-07-30,Jul 2023,12.50,266.08,Delivered,1849,6,valid,,,
SH10570,Warehouse_MIA,Chicago,UPS,2023-07-24,Jul 2023,2023-07-31,Jul 2023,31.70,333.27,Delivered,2201,7,valid,,,
SH10820,Warehouse_HOU,Houston,USPS,2023-07-24,Jul 2023,2023-07-29,Jul 2023,97.30,286.39,Delivered,1778,5,valid,,,
SH10915,Warehouse_BOS,Phoenix,UPS,2023-07-24,Jul 2023,2023-07-30,Jul 2023,14.00,295.74,Delivered,2256,6,valid,,,
SH11197,Warehouse_MIA,Detroit,USPS,2023-07-24,Jul 2023,2023-07-26,Jul 2023,27.90,146.44,Delivered,1067,2,valid,,,
SH11884,Warehouse_CHI,Minneapolis,Amazon Logistics,2023-07-24,Jul 2023,2023-07-31,Jul 2023,40.70,292.44,Delivered,2247,7,valid,,,
SH11309,Warehouse_SF,Boston,LaserShip,2023-07-25,Jul 2023,2023-08-06,Aug 2023,4.60,209.12,Delayed,1868,6,valid,,,
SH11382,Warehouse_LA,New York,USPS,2023-07-25,Jul 2023,2023-08-03,Aug 2023,4.30,17.89,Delayed,105,4,valid,,,
SH10148,Warehouse_NYC,Minneapolis,Amazon Logistics,2023-07-25,Jul 2023,2023-07-31,Jul 2023,25.80,258.31,Delivered,2078,6,valid,,,
SH10168,Warehouse_CHI,Houston,Amazon Logistics,2023-07-25,Jul 2023,2023-07-29,Jul 2023,7.50,157.13,Delivered,1262,4,valid,,,
SH10595,Warehouse_NYC,Atlanta,OnTrac,2023-07-25,Jul 2023,2023-07-30,Jul 2023,11.80,119.50,Delivered,870,5,valid,,,
SH10656,Warehouse_SF,Los Angeles,LaserShip,2023-07-25,Jul 2023,2023-07-28,Jul 2023,53.10,197.62,Delivered,1208,3,valid,,,
SH11445,Warehouse_NYC,Denver,FedEx,2023-07-25,Jul 2023,2023-07-27,Jul 2023,22.90,123.35,Delivered,713,2,valid,,,
SH11516,Warehouse_SF,Chicago,LaserShip,2023-07-25,Jul 2023,2023-07-27,Jul 2023,18.80,80.05,Delivered,496,2,valid,,,
SH11091,Warehouse_SF,Atlanta,LaserShip,2023-07-26,Jul 2023,2023-08-07,Aug 2023,15.50,130.67,Delayed,1035,3,valid,,,
SH10325,Warehouse_ATL,Houston,FedEx,2023-07-26,Jul 2023,2023-07-30,Jul 2023,14.90,112.48,Delivered,789,4,valid,,,
SH10608,Warehouse_MIA,San Francisco,LaserShip,2023-07-26,Jul 2023,2023-07-28,Jul 2023,11.00,59.43,Delivered,412,2,valid,,,
SH10881,Warehouse_DEN,Minneapolis,USPS,2023-07-26,Jul 2023,2023-07-31,Jul 2023,22.80,287.85,Delivered,2393,5,valid,,,
SH11031,Warehouse_BOS,Denver,OnTrac,2023-07-26,Jul 2023,2023-07-31,Jul 2023,12.90,276.52,Delivered,1986,5,valid,,,
SH11285,Warehouse_SF,Miami,DHL,2023-07-26,Jul 2023,2023-07-29,Jul 2023,24.50,70.28,Delivered,244,3,valid,,,
SH11564,Warehouse_SEA,Detroit,DHL,2023-07-26,Jul 2023,2023-07-31,Jul 2023,49.50,383.77,Delivered,2055,5,valid,,,
SH11927,Warehouse_MIA,Portland,UPS,2023-07-26,Jul 2023,2023-07-31,Jul 2023,27.60,242.80,Delivered,1549,5,valid,,,
SH10631,Warehouse_MIA,Los Angeles,FedEx,2023-07-26,Jul 2023,2023-08-01,Aug 2023,26.00,304.66,Lost,1990,6,valid,,,
SH11579,Warehouse_NYC,Seattle,DHL,2023-07-27,Jul 2023,2023-07-30,Jul 2023,34.60,91.64,Delivered,344,3,valid,,,
SH11648,Warehouse_LA,Los Angeles,DHL,2023-07-27,Jul 2023,2023-08-02,Aug 2023,24.60,295.52,Delivered,1899,6,valid,,,
SH11854,Warehouse_MIA,Los Angeles,DHL,2023-07-27,Jul 2023,2023-07-29,Jul 2023,13.70,87.28,Delivered,451,2,valid,,,
SH11947,Warehouse_DEN,Los Angeles,USPS,2023-07-27,Jul 2023,2023-08-02,Aug 2023,22.80,287.52,Delivered,2114,6,valid,,,
SH10378,Warehouse_DEN,Dallas,UPS,2023-07-28,Jul 2023,2023-08-03,Aug 2023,9.10,75.28,Delayed,474,5,valid,,,
SH11602,Warehouse_SF,Seattle,USPS,2023-07-28,Jul 2023,2023-08-09,Aug 2023,71.90,123.54,Delayed,450,2,valid,,,
SH10297,Warehouse_HOU,Portland,FedEx,2023-07-28,Jul 2023,2023-08-02,Aug 2023,21.80,204.43,Delivered,1218,5,valid,,,
SH10447,Warehouse_HOU,Los Angeles,DHL,2023-07-28,Jul 2023,,,29.30,171.21,Delivered,916,4,invalid,, ,
SH10605,Warehouse_SEA,Detroit,DHL,2023-07-28,Jul 2023,2023-08-02,Aug 2023,6.90,218.92,Delivered,1461,5,valid,,,
SH10645,Warehouse_MIA,Atlanta,USPS,2023-07-28,Jul 2023,2023-08-02,Aug 2023,21.90,289.79,Delivered,2189,5,valid,,,
SH10173,Warehouse_MIA,Detroit,UPS,2023-07-28,Jul 2023,2023-08-01,Aug 2023,6.60,156.36,In Transit,1222,4,valid,,,
SH10189,Warehouse_MIA,Minneapolis,FedEx,2023-07-29,Jul 2023,2023-08-02,Aug 2023,23.50,261.49,Delivered,1634,4,valid,,,
SH10589,Warehouse_SF,Houston,OnTrac,2023-07-29,Jul 2023,2023-08-01,Aug 2023,82.90,189.53,Delivered,893,3,valid,,,
SH10773,Warehouse_SEA,Phoenix,UPS,2023-07-29,Jul 2023,2023-08-04,Aug 2023,30.00,266.62,Delivered,2030,6,valid,,,
SH11092,Warehouse_NYC,Portland,DHL,2023-07-29,Jul 2023,2023-08-02,Aug 2023,26.50,292.13,Delivered,1670,4,valid,,,
SH11430,Warehouse_CHI,Seattle,LaserShip,2023-07-29,Jul 2023,2023-08-01,Aug 2023,14.50,160.17,Delivered,1162,3,valid,,,
SH11707,Warehouse_ATL,Dallas,Amazon Logistics,2023-07-29,Jul 2023,2023-08-03,Aug 2023,35.40,301.47,Delivered,2347,5,valid,,,
SH10107,Warehouse_NYC,Chicago,UPS,2023-07-30,Jul 2023,2023-08-02,Aug 2023,44.30,140.74,Delivered,790,3,valid,,,
SH10177,Warehouse_BOS,Atlanta,DHL,2023-07-30,Jul 2023,2023-08-02,Aug 2023,13.80,167.23,Delivered,1142,3,valid,,,
SH10236,Warehouse_BOS,Chicago,Amazon Logistics,2023-07-30,Jul 2023,2023-08-04,Aug 2023,22.80,277.90,Delivered,2187,5,valid,,,
SH10874,Warehouse_DEN,Atlanta,OnTrac,2023-07-30,Jul 2023,2023-08-02,Aug 2023,108.80,204.71,Delivered,784,3,valid,,,
SH10877,Warehouse_ATL,San Francisco,Amazon Logistics,2023-07-30,Jul 2023,2023-08-01,Aug 2023,27.30,70.85,Delivered,337,2,valid,,,
SH11209,Warehouse_SEA,Minneapolis,OnTrac,2023-07-30,Jul 2023,2023-08-05,Aug 2023,27.10,259.17,Delivered,2087,6,valid,,,
SH10075,Warehouse_HOU,Dallas,OnTrac,2023-07-31,Jul 2023,2023-08-04,Aug 2023,35.30,261.49,Delivered,1673,4,valid,,,
SH11799,Warehouse_CHI,Atlanta,OnTrac,2023-07-31,Jul 2023,2023-08-04,Aug 2023,24.60,231.44,Delivered,1711,4,valid,,,
SH11882,Warehouse_LA,Phoenix,UPS,2023-07-31,Jul 2023,2023-08-04,Aug 2023,29.90,84.58,Delivered,373,4,valid,,,
SH10077,Warehouse_CHI,Seattle,USPS,2023-07-31,Jul 2023,2023-08-02,Aug 2023,20.80,130.21,Lost,994,2,valid,,,
SH11848,Warehouse_ATL,Minneapolis,Amazon Logistics,2023-08-01,Aug 2023,2023-08-15,Aug 2023,79.60,,Delayed,1521,6,valid,,,
SH11110,Warehouse_NYC,Portland,FedEx,2023-08-01,Aug 2023,2023-08-07,Aug 2023,22.90,358.05,Delivered,2443,6,valid,,,
SH11303,Warehouse_BOS,Minneapolis,LaserShip,2023-08-01,Aug 2023,2023-08-03,Aug 2023,78.90,171.25,Delivered,729,2,valid,,,
SH11408,Warehouse_DEN,Los Angeles,Amazon Logistics,2023-08-01,Aug 2023,2023-08-03,Aug 2023,20.80,99.54,Delivered,637,2,valid,,,
SH11665,Warehouse_SEA,Chicago,Amazon Logistics,2023-08-01,Aug 2023,2023-08-09,Aug 2023,70.50,367.67,Delivered,2442,8,valid,,,
SH11739,Warehouse_LA,Phoenix,OnTrac,2023-08-01,Aug 2023,2023-08-03,Aug 2023,9.70,60.27,Delivered,373,2,valid,,,
SH11778,Warehouse_SEA,Atlanta,FedEx,2023-08-01,Aug 2023,2023-08-03,Aug 2023,10.30,47.05,Delivered,224,2,valid,,,
SH11987,Warehouse_HOU,Miami,LaserShip,2023-08-01,Aug 2023,2023-08-04,Aug 2023,6.50,115.78,Delivered,948,3,valid,,,
SH11474,Warehouse_LA,Portland,DHL,2023-08-02,Aug 2023,2023-08-08,Aug 2023,28.40,390.30,Delivered,2293,6,valid,,,
SH11924,Warehouse_NYC,Portland,USPS,2023-08-02,Aug 2023,2023-08-07,Aug 2023,16.70,179.65,Delivered,1438,5,valid,,,
SH10634,Warehouse_ATL,Minneapolis,USPS,2023-08-03,Aug 2023,2023-08-06,Aug 2023,16.20,93.12,Delivered,651,3,valid,,,
SH11105,Warehouse_LA,San Francisco,LaserShip,2023-08-03,Aug 2023,2023-08-10,Aug 2023,54.60,6562.21,Delivered,1942,7,valid,,,
SH11751,Warehouse_BOS,Dallas,LaserShip,2023-08-03,Aug 2023,2023-08-08,Aug 2023,20.20,,Delivered,1360,5,valid,,,
SH11880,Warehouse_NYC,Minneapolis,OnTrac,2023-08-03,Aug 2023,2023-08-06,Aug 2023,25.60,114.68,Delivered,801,3,valid,,,
SH11803,Warehouse_LA,Dallas,USPS,2023-08-03,Aug 2023,2023-08-09,Aug 2023,29.40,212.90,In Transit,1435,6,valid,,,
