invoice_date,price
2021-12-26,35.84
2021-11-07,203.30
2022-01-04,30.30
2022-01-09,1200.32
2021-02-09,300.08
2022-09-12,1200.32
2022-06-30,1800.51
2021-03-29,71.68
2021-04-30,900.24
2021-11-19,121.98
2022-05-02,10.46
2022-02-07,900.24
2022-02-28,1050.00
2021-12-04,20.92
2023-02-09,15.69
2021-09-16,1500.40
2022-01-24,179.20
2022-11-19,10.46
2022-11-22,75.75
2021-09-15,600.17
2021-08-26,900.24
2022-05-24,26.15
2022-07-06,81.32
2022-12-07,30.30
2021-01-01,300.08
2022-02-02,1200.32
2022-04-14,162.64
2021-10-30,15.69
2022-01-14,1800.51
2022-11-14,1800.51
2022-08-16,900.24
2022-07-29,20.92
2021-05-15,10.46
2021-08-18,600.16
2022-05-19,40.66
2021-12-31,26.15
2021-09-10,900.24
2021-01-25,600.17
2022-03-11,179.20
2022-09-07,107.52
2021-10-11,143.36
2021-08-02,2400.68
2021-07-09,1200.32
2021-11-05,900.24
2023-01-13,1200.34
2021-01-05,203.30
2022-12-11,81.32
2021-12-25,81.32
2023-02-27,81.32
2021-03-13,5.23
2021-08-13,20.92
2022-03-20,203.30
2021-09-27,1200.32
2022-01-28,10.46
2023-02-20,1500.40
2021-12-23,75.75
2021-02-28,10.46
2023-02-10,3000.85
2021-10-12,300.08
2022-12-08,2400.68
2021-09-17,58.65
2022-05-20,15.69
2021-04-12,40.66
2021-03-03,1200.32
2021-07-28,45.45
2021-10-03,1200.34
2023-02-07,26.15
2022-11-05,1200.34
2021-04-15,40.66
2022-07-10,81.32
2021-08-24,2400.68
2021-12-24,600.16
2021-05-02,3150.00
2022-08-23,300.08
2021-01-22,20.92
2021-06-15,1500.40
2022-04-13,900.24
2022-06-26,600.16
2021-12-24,600.16
2021-04-05,300.08
2023-01-25,1050.00
2022-09-16,2400.68
2022-04-19,5.23
2021-07-18,35.84
2021-04-30,121.98
2021-05-02,40.66
2022-01-26,162.64
2021-12-24,45.45
2021-05-13,35.19
2021-02-11,300.08
2021-09-29,121.98
2022-03-16,600.16
2021-12-17,30.30
2022-03-06,900.24
2022-01-23,23.46
2022-09-10,2400.68
2022-09-03,81.32
2022-12-08,5.23
2022-05-04,60.60
2021-09-25,15.69
2022-09-09,60.60
2022-06-10,10.46
2021-05-17,35.19
2022-07-02,10.46
2022-06-05,15.69
2021-06-29,20.92
2021-06-28,5.23
2022-10-01,35.84
2022-08-23,900.24
2021-12-27,121.98
2022-04-26,10.46
2022-12-18,1200.32
2021-06-10,26.15
2021-09-29,600.17
2021-07-03,81.32
2021-07-15,121.98
2022-12-27,81.32
2021-12-21,600.16
2022-12-22,26.15
2021-05-08,5.23
2021-11-27,143.36
2021-05-25,5.23
2022-11-28,600.16
2021-12-04,1200.32
2021-01-21,300.08
2022-07-18,203.30
2021-02-02,1800.51
2022-04-27,143.36
2022-10-16,900.24
2022-01-13,121.98
2021-12-11,600.16
2022-07-19,900.24
2021-08-28,900.24
2022-03-17,300.08
2022-02-03,15.69
2022-12-12,1200.32
2021-10-23,20.92
2021-04-12,58.65
2021-05-27,1200.32
2022-04-12,162.64
2021-07-07,4200.00
2021-02-02,300.08
2022-01-09,26.15
2022-07-08,81.32
2022-04-13,3000.85
2022-07-10,300.08
2021-05-24,1200.32
2021-07-23,300.08
2022-08-22,2400.68
2023-02-17,1200.34
2022-12-05,162.64
2022-11-02,35.84
2021-06-05,300.08
2022-11-16,1200.32
2022-10-21,1200.32
2021-01-24,1200.32
2021-09-13,300.08
2022-06-09,58.65
2021-10-23,26.15
2023-02-13,900.24
2021-04-16,600.16
2022-09-22,179.20
2022-11-17,81.32
2021-03-30,15.15
2022-04-19,203.30
2022-01-22,600.16
2022-02-16,600.16
2021-10-28,600.16
2021-02-05,600.16
2021-02-21,900.24
2022-01-12,30.30
2022-01-10,300.08
2022-07-12,1500.40
2021-01-27,1200.34
2022-10-04,179.20
2021-02-28,35.84
2023-01-18,75.75
2022-10-11,30.30
2021-03-05,900.24
2021-10-16,143.36
2021-02-12,143.36
2021-12-10,20.92
2022-06-22,15.69
2021-05-09,2400.68
2021-10-26,81.32
2021-05-04,300.08
2021-12-11,71.68
2021-01-18,600.16
2021-03-13,1500.40
2022-04-14,20.92
2021-06-03,35.19
2022-05-02,2400.68
2022-06-16,1200.34
2021-02-22,600.16
2021-08-21,1800.51
2022-11-27,900.24
2021-03-26,300.08
2023-01-26,1800.51
2022-09-28,1800.51
2021-03-17,900.24
2021-02-22,179.20
2022-01-26,600.17
2022-09-25,26.15
2022-01-01,121.98
2022-01-12,4200.00
2021-07-01,5.23
2021-01-10,81.32
2022-05-18,20.92
2022-09-26,35.19
2022-06-13,1200.32
2023-02-08,11.73
2021-06-04,45.45
2022-08-04,10.46
2021-07-20,40.66
2021-06-01,600.16
2021-01-13,1200.32
2022-03-02,35.84
2021-12-29,121.98
2022-02-19,5.23
2023-01-17,600.16
2022-01-04,15.69
2021-03-26,900.24
2022-03-09,300.08
2023-02-03,600.16
2021-09-18,900.24
2021-07-03,46.92
2022-07-01,300.08
2021-10-16,143.36
2021-04-11,30.30
2022-08-15,1200.32
2021-09-23,600.17
2021-11-20,300.08
2022-06-25,203.30
2021-02-22,1200.34
2022-05-28,1500.40
2022-05-30,2400.68
2022-10-26,58.65
2022-03-10,20.92
2022-11-22,5.23
2022-10-09,75.75
2022-11-01,121.98
2023-01-01,300.08
2021-10-15,600.16
2021-10-18,23.46
2022-06-17,11.73
2021-12-16,15.69
2022-12-16,900.24
2022-08-23,1200.32
2021-01-18,35.19
2023-02-07,300.08
2021-05-01,1500.40
2021-04-16,81.32
2021-12-02,26.15
2022-02-15,10.46
2022-11-08,600.16
2021-02-10,5.23
2021-05-12,1200.32
2022-08-04,71.68
2021-10-22,1200.32
2022-07-23,600.16
2022-05-07,3150.00
2022-04-26,900.24
2022-01-05,107.52
2021-01-31,121.98
2021-09-22,1200.32
2022-03-20,26.15
2021-10-17,162.64
2022-01-27,40.66
2022-11-27,1050.00
2022-04-04,26.15
2022-09-22,15.69
2021-05-02,4200.00
2022-09-27,1200.32
2021-09-28,4200.00
2021-11-13,600.16
2022-12-20,900.24
2022-12-08,600.16
2022-08-02,1200.32
2021-05-13,35.19
2022-03-21,71.68
2021-06-18,20.92
2022-11-04,5250.00
2021-10-01,10.46
2022-11-18,1500.40
2021-11-08,1200.32
2022-03-03,26.15
2022-12-19,300.08
2021-11-21,143.36
2022-11-22,1200.32
2022-08-06,15.15
2022-12-08,1200.32
2022-09-13,143.36
2022-08-05,900.24
2021-08-23,179.20
2022-10-09,81.32
2022-09-30,1500.40
2021-06-23,40.66
2021-09-13,3150.00
2022-06-16,60.60
2022-04-03,300.08
2022-03-02,600.16
2022-04-01,179.20
2021-11-24,5.23
2022-01-11,600.16
2022-08-29,179.20
2022-10-10,300.08
2021-08-27,15.15
2022-05-08,900.24
2022-07-04,900.24
2021-11-05,81.32
2021-06-25,600.16
2022-02-12,81.32
2022-02-15,143.36
2022-02-28,600.17
2022-12-04,107.52
2021-06-03,81.32
2022-09-07,15.69
2022-04-03,71.68
2021-03-07,900.24
2022-10-04,20.92
2023-02-14,107.52
2022-03-28,40.66
2022-02-27,15.69
2021-09-13,107.52
2021-10-18,1800.51
2022-06-02,1500.40
2021-12-19,300.08
2021-07-30,1200.34
2022-01-06,121.98
2021-07-08,26.15
2023-02-27,1200.32
2021-05-08,15.69
2021-06-01,600.16
2022-08-21,20.92
2021-08-25,900.24
2021-12-12,300.08
2022-06-23,30.30
2023-02-19,40.66
2021-11-17,121.98
2022-04-18,1500.40
2021-09-17,5.23
2021-11-21,81.32
2023-01-27,23.46
2021-03-17,1800.51
2022-07-09,2400.68
2021-09-03,1050.00
2022-07-06,1200.34
2021-08-13,30.30
2022-06-14,3150.00
2021-02-28,300.08
2021-11-28,900.24
2022-05-19,11.73
2022-04-19,600.16
2023-02-08,1200.34
2022-09-17,15.69
2022-11-27,143.36
2022-01-10,300.08
2021-08-31,15.69
2021-10-17,162.64
2021-07-10,40.66
2022-12-08,4200.00
2021-12-31,5.23
2022-01-11,40.66
2021-01-21,300.08
2023-02-16,71.68
2021-08-18,600.16
2022-07-05,121.98
2022-03-16,900.24
2022-05-21,35.84
2021-06-14,300.08
2021-07-22,300.08
2022-05-28,121.98
2022-10-12,600.16
2022-10-23,45.45
2022-05-31,81.32
2022-10-02,3000.85
2022-10-16,600.16
2021-09-29,30.30
2022-01-28,5250.00
2022-11-26,1500.40
2021-04-17,2100.00
2021-09-11,107.52
2022-03-04,1200.32
2021-01-18,15.15
2022-05-31,40.66
2021-09-12,40.66
2022-04-02,20.92
2021-09-07,1200.32
2022-01-28,1200.32
2022-12-31,58.65
2021-03-16,5.23
2021-08-20,1200.32
2021-11-27,300.08
2023-02-12,143.36
2023-02-05,20.92
2022-06-28,26.15
2021-12-07,20.92
2021-12-07,600.16
2023-01-02,900.24
2022-07-20,900.24
2022-09-22,35.84
2021-01-18,5.23
2022-08-26,60.60
2023-01-17,15.69
2023-01-16,3000.85
2023-01-20,1500.40
2022-05-14,1200.32
2021-10-24,1500.40
2023-01-20,121.98
2022-01-17,1500.40
2021-11-11,71.68
2022-10-20,10.46
2021-08-12,900.24
2021-09-23,600.17
2021-03-15,900.24
2022-09-14,1200.32
2021-07-09,40.66
2021-12-25,600.16
2021-11-05,11.73
2022-07-24,40.66
2022-08-12,30.30
2021-03-27,1500.40
2022-12-20,1500.40
2021-11-24,71.68
2021-07-23,900.24
2021-07-03,81.32
2021-05-29,15.15
2021-09-22,203.30
2021-06-12,30.30
2021-05-01,58.65
2022-01-10,203.30
2021-07-07,81.32
2023-01-31,900.24
2022-12-06,121.98
2022-07-27,40.66
2021-04-16,45.45
2022-08-22,10.46
2022-03-22,600.16
2022-06-21,1200.32
2022-05-29,60.60
2021-08-04,4200.00
2021-11-23,121.98
2021-11-02,71.68
2022-04-09,900.24
2022-03-02,1200.32
2023-01-28,1200.32
2022-09-11,45.45
2021-02-11,1050.00
2022-10-15,1200.32
2022-04-08,900.24
2021-07-26,4200.00
2022-01-29,15.69
2021-03-31,15.69
2021-07-25,203.30
2021-08-23,10.46
2021-05-31,15.69
2022-11-06,26.15
2021-04-27,11.73
2022-12-09,15.69
2021-10-02,600.16
2021-11-07,10.46
2023-01-08,10.46
2021-02-01,20.92
2022-09-14,10.46
2023-01-26,300.08
2021-07-06,600.16
2021-10-26,143.36
2021-08-12,600.16
2021-02-06,2400.68
2021-09-15,26.15
2021-03-22,26.15
2022-10-09,3000.85
2021-08-17,35.19
2022-10-03,81.32
2021-10-13,45.45
2021-10-09,107.52
2021-07-25,45.45
2022-02-08,60.60
2022-11-01,75.75
2022-02-01,1200.32
2022-04-17,30.30
2022-06-13,600.16
2022-04-28,900.24
2021-03-19,300.08
2022-06-21,121.98
2021-05-13,1200.32
2022-06-09,1200.32
2022-04-09,600.16
2022-07-16,15.69
2021-09-04,1200.32
2021-02-18,71.68
2022-03-05,40.66
2021-08-30,15.69
2022-10-03,46.92
2022-03-28,900.24
2022-01-14,300.08
2021-02-02,1800.51
2022-05-02,1200.34
2021-10-04,1050.00
2021-03-04,121.98
2021-03-16,1200.32
2021-11-26,1200.32
2023-02-01,46.92
2021-07-16,900.24
2022-06-20,58.65
2021-10-26,75.75
2021-12-14,45.45
2021-07-14,15.69
2022-05-18,3150.00
2021-09-05,40.66
2022-09-17,35.19
2023-02-08,1050.00
2021-08-06,162.64
2022-02-07,35.19
2021-01-17,15.15
2022-02-06,600.17
2021-04-22,162.64
2022-04-29,1500.40
2022-09-28,5.23
2021-03-14,10.46
2022-07-15,81.32
2021-06-09,203.30
2021-04-22,900.24
2023-02-27,300.08
2021-03-12,10.46
2023-01-09,600.16
2022-04-06,1050.00
2023-02-11,900.24
2022-11-13,1200.32
2021-01-23,81.32
2022-01-31,71.68
2021-03-02,203.30
2022-10-14,4200.00
2022-08-29,300.08
2022-05-23,300.08
2022-02-18,26.15
2022-10-24,23.46
2021-12-06,300.08
2021-03-08,1050.00
2022-08-08,162.64
2022-07-19,1200.32
2021-04-14,1500.40
2021-08-09,35.84
2021-09-04,10.46
2022-04-26,1500.40
2022-11-09,10.46
2021-11-25,23.46
2021-07-24,26.15
2021-12-09,1050.00
2022-12-07,143.36
2021-01-18,1050.00
2021-06-16,162.64
2022-10-01,5.23
2021-06-06,71.68
2022-10-16,5.23
2022-02-21,5.23
2021-05-05,121.98
2021-06-21,300.08
2021-02-21,1200.32
2022-03-24,2400.68
2021-09-14,1500.40
2022-04-13,5250.00
2022-03-13,143.36
2021-11-12,600.16
2022-04-10,179.20
2021-10-26,10.46
2022-01-18,11.73
2022-10-23,1200.32
2021-05-12,600.16
2021-12-30,600.16
2021-01-18,45.45
2022-06-16,900.24
2021-06-22,10.46
2021-10-31,5250.00
2022-02-02,600.16
2022-09-28,45.45
2021-01-26,23.46
2022-08-05,20.92
2021-12-22,35.84
2021-08-09,300.08
2022-11-07,26.15
2021-02-14,71.68
2021-08-04,1200.32
2022-03-17,45.45
2021-10-15,1500.40
2021-01-02,600.16
2022-12-11,900.24
2022-06-24,1050.00
2022-07-16,71.68
2021-09-18,4200.00
2021-07-13,40.66
2022-05-20,600.16
2021-08-14,300.08
2022-07-31,26.15
2021-04-25,1500.40
2021-12-05,600.17
2022-10-23,179.20
2022-09-29,2100.00
2022-11-15,1200.32
2021-01-27,2400.68
2022-02-02,3150.00
2023-02-01,1500.40
2021-02-10,600.16
2022-02-24,1800.51
2021-03-24,1200.32
2022-07-31,35.19
2021-01-11,1500.40
2022-09-30,11.73
2021-12-14,20.92
2022-11-23,900.24
2023-02-07,121.98
2021-10-07,1200.32
2021-12-01,1500.40
2021-10-03,10.46
2021-01-20,5.23
2023-01-28,15.69
2022-08-30,300.08
2022-10-21,40.66
2022-03-23,20.92
2022-01-21,1500.40
2022-05-10,10.46
2022-01-15,1200.32
2022-12-30,1500.40
2021-10-14,121.98
2022-12-30,900.24
2021-11-16,40.66
2021-11-15,1800.51
2022-06-17,40.66
2022-07-08,600.16
2022-07-25,300.08
2021-01-01,71.68
2021-02-26,35.84
2021-05-06,3000.85
2022-07-13,1200.32
2021-11-24,143.36
2022-08-15,15.69
2021-10-19,2400.68
2021-03-26,58.65
2021-03-15,600.17
2021-11-09,900.24
2022-08-31,900.24
2021-01-25,58.65
2022-04-29,3000.85
2021-02-26,71.68
2021-07-13,900.24
2022-08-05,46.92
2022-12-16,300.08
2021-11-16,300.08
2023-01-18,1500.40
2021-07-16,203.30
2022-06-23,900.24
2022-07-27,58.65
2023-02-05,15.15
2021-08-03,2400.68
2023-01-11,1200.32
2022-01-05,4200.00
2021-07-23,900.24
2021-11-06,71.68
2021-09-23,300.08
2022-09-22,179.20
2022-08-02,81.32
2022-01-18,5250.00
2021-03-13,179.20
2021-03-05,600.16
2021-07-31,179.20
2022-01-05,71.68
2021-02-02,40.66
2023-02-01,1500.40
2022-06-02,600.16
2021-12-28,1200.32
2021-09-02,35.84
2022-12-24,162.64
2022-11-20,600.16
2022-11-26,1200.32
2021-05-18,162.64
2021-12-28,26.15
2021-02-09,900.24
2022-01-01,3150.00
2021-05-11,300.08
2021-10-03,3000.85
2021-03-30,35.19
2022-06-28,40.66
2022-03-21,300.08
2022-03-25,600.17
2022-05-13,121.98
2021-05-10,162.64
2021-10-19,1500.40
2021-06-24,3000.85
2021-10-21,1500.40
2022-09-13,900.24
2023-01-02,1500.40
2021-01-17,143.36
2021-07-17,300.08
2022-06-09,15.69
2022-07-21,300.08
2022-07-11,203.30
2022-07-25,30.30
2022-07-30,162.64
2021-05-01,2400.68
2022-10-09,5.23
2022-12-06,1200.34
2022-05-03,26.15
2022-03-20,5.23
2021-08-22,15.69
2021-05-14,15.69
2021-08-17,5.23
2021-09-28,10.46
2022-01-06,15.69
2022-01-26,203.30
2022-05-12,40.66
2021-10-05,162.64
2022-10-10,1800.51
2022-10-29,1200.34
2021-02-11,26.15
2023-02-19,40.66
2022-03-06,30.30
2021-05-30,1500.40
2022-03-11,20.92
2022-01-20,1200.34
2021-10-24,3000.85
2022-12-02,600.16
2022-07-17,600.16
2021-07-30,2400.68
2022-10-08,900.24
2022-04-17,35.84
2021-05-25,40.66
2021-04-15,1200.32
2022-09-14,46.92
2022-08-12,81.32
2021-03-21,121.98
2022-05-15,1500.40
2021-05-07,121.98
2022-01-17,600.16
2021-02-05,1500.40
2023-02-09,3000.85
2021-01-21,45.45
2021-11-01,1500.40
2021-04-24,1500.40
2021-05-25,600.16
2022-10-28,3150.00
2021-06-15,143.36
2022-01-13,10.46
2022-01-19,35.84
2022-04-09,5.23
2022-02-24,5.23
2022-08-20,10.46
2022-02-05,300.08
2021-04-16,46.92
2021-05-03,20.92
2021-12-05,23.46
2021-07-01,5250.00
2021-10-14,107.52
2021-08-25,1200.32
2022-04-30,81.32
2021-06-24,1500.40
2022-04-18,5250.00
2021-03-03,46.92
2021-04-23,40.66
2022-10-02,900.24
2022-03-25,81.32
2022-05-02,71.68
2021-04-21,121.98
2022-11-09,162.64
2021-08-07,1500.40
2022-07-01,1800.51
2022-06-10,3000.85
2021-05-23,1050.00
2021-07-25,203.30
2021-02-05,162.64
2021-03-24,300.08
2023-01-31,35.84
2021-06-21,1050.00
2022-06-30,143.36
2021-05-31,600.17
2022-05-03,81.32
2021-07-31,15.69
2023-01-25,1200.34
2022-05-30,10.46
2022-10-15,15.15
2022-10-20,2100.00
2022-05-02,10.46
2022-04-29,40.66
2021-01-05,203.30
2022-11-07,179.20
2021-04-05,46.92
2022-01-22,162.64
2021-12-28,300.08
2021-01-02,35.84
2021-01-17,900.24
2021-12-19,1200.34
2021-03-03,35.19
2021-04-22,203.30
2022-07-30,900.24
2021-11-04,203.30
2021-09-10,1500.40
2021-04-13,1200.32
2022-07-08,1200.32
2022-08-29,1200.32
2022-01-10,600.16
2022-04-25,1500.40
2021-05-06,179.20
2022-07-28,20.92
2022-03-18,1200.32
2022-07-30,35.84
2021-10-13,1500.40
2021-04-22,1500.40
2022-12-16,1800.51
2022-12-06,23.46
2022-07-10,15.69
2022-05-08,600.17
2022-11-03,143.36
2021-03-03,3000.85
2022-03-13,162.64
2021-11-09,107.52
2022-02-03,107.52
2022-01-13,5.23
2022-01-16,107.52
2021-11-01,20.92
2022-07-15,1800.51
2022-02-07,20.92
2021-09-27,35.84
2021-04-16,107.52
2021-12-14,600.16
2022-06-17,35.84
2022-11-21,900.24
2023-01-12,81.32
2021-07-29,1500.40
2022-09-14,1200.34
2022-01-30,46.92
2022-11-13,1050.00
2021-03-08,81.32
2022-01-13,20.92
2022-07-16,26.15
2022-06-03,121.98
2021-12-11,81.32
2021-05-26,1500.40
2022-01-04,1800.51
2021-11-28,121.98
2021-05-15,600.16
2021-03-05,46.92
2021-06-06,71.68
2022-12-05,1800.51
2021-08-24,5.23
2021-06-01,3000.85
2021-03-04,1200.34
2022-12-19,300.08
2022-03-22,300.08
2022-08-19,121.98
2022-03-10,600.16
2022-05-15,1500.40
2022-10-02,600.16
2023-01-15,1200.32
2021-10-26,600.16
2022-02-26,900.24
2022-11-27,46.92
2021-05-06,26.15
2023-02-09,40.66
2021-09-24,300.08
2021-06-30,2400.68
2022-07-21,600.16
2022-11-07,121.98
2021-10-26,26.15
2021-01-21,600.16
2022-07-30,600.16
2021-10-12,60.60
2022-06-28,1500.40
2022-02-01,900.24
2021-03-04,300.08
2021-09-10,1500.40
2022-06-12,300.08
2021-01-29,1800.51
2022-10-23,26.15
2022-11-14,26.15
2022-08-22,35.19
2022-12-06,1500.40
2021-03-21,15.15
2022-08-13,1800.51
2021-08-20,1200.32
2022-10-25,1800.51
2023-02-25,143.36
2021-05-24,60.60
2022-06-09,15.69
2022-06-04,15.69
2021-04-30,75.75
2022-10-23,600.16
2022-09-27,1500.40
2021-03-04,600.16
2022-05-06,600.16
2022-08-07,15.15
2021-08-25,10.46
2023-01-29,46.92
2021-07-26,3150.00
2022-02-05,71.68
2022-01-29,26.15
2021-02-12,107.52
2021-06-28,1200.32
2022-10-23,20.92
2023-01-14,2100.00
2022-03-20,15.69
2021-02-19,81.32
2022-08-11,179.20
2021-09-01,600.17
2021-06-03,26.15
2022-09-03,900.24
2022-09-27,300.08
2022-07-02,600.16
2023-02-18,20.92
2022-05-31,900.24
2022-09-17,2400.68
2022-01-07,600.16
2022-10-19,203.30
2022-02-03,40.66
2021-11-08,600.16
2022-04-15,20.92
2021-12-14,900.24
2021-02-19,1200.32
2022-12-23,4200.00
2021-02-12,121.98
2022-06-04,600.16
2023-01-27,1200.32
2021-04-02,3000.85
2022-08-06,600.17
2022-12-21,600.16
2022-02-15,1500.40
2021-09-19,20.92
2022-10-31,1200.32
2022-08-19,600.16
2021-04-02,5.23
2021-07-07,3150.00
2022-10-25,75.75
2021-11-05,10.46
2021-02-03,1500.40
2021-04-29,1200.32
2023-02-21,143.36
2021-05-14,600.17
2021-09-28,81.32
2023-01-13,26.15
2021-06-25,121.98
2021-01-28,300.08
2023-01-23,900.24
2022-10-27,75.75
2022-11-20,121.98
2021-01-15,40.66
2021-12-13,600.17
2022-04-13,5.23
2022-10-24,4200.00
2021-12-09,35.19
2023-01-14,15.69
2022-11-22,600.16
2021-01-02,11.73
2022-12-17,3150.00
2022-06-01,900.24
2022-03-31,3000.85
2021-11-20,203.30
2023-02-09,71.68
2023-01-26,300.08
2021-05-15,35.19
2021-03-27,203.30
2021-01-05,40.66
2022-07-17,1200.32
2021-02-06,4200.00
2021-01-15,5.23
2023-02-28,179.20
2022-12-24,1050.00
2022-10-05,1500.40
2021-03-03,900.24
2023-01-03,300.08
2022-11-07,300.08
2022-09-08,5.23
2021-06-19,203.30
2021-12-18,900.24
2022-12-24,600.16
2022-05-30,300.08
2021-03-11,71.68
2021-02-26,900.24
2021-12-26,900.24
2022-12-08,300.08
2022-01-26,1200.32
2022-02-26,15.69
2021-03-01,71.68
2021-09-10,46.92
2023-01-23,10.46
2022-07-06,10.46
2021-09-07,71.68
2021-06-05,900.24
2022-06-05,143.36
2022-04-20,3000.85
2021-11-10,203.30
2022-07-20,1200.34
2021-09-19,1200.32
2021-11-29,300.08
2022-12-23,60.60
2022-07-21,45.45
2021-03-23,40.66
2021-08-03,143.36
2021-03-11,3000.85
2022-01-14,40.66
2022-09-28,1500.40
2021-01-16,3000.85
2022-05-07,26.15
2023-02-09,81.32
2021-11-14,71.68
2023-02-14,143.36
2022-04-15,1500.40
2021-12-13,1200.32
2023-01-25,1200.32
2022-04-24,20.92
2022-06-06,143.36
2022-07-16,900.24
2021-06-29,1500.40
2023-02-20,162.64
2021-04-11,46.92
2022-02-21,5.23
2021-08-19,10.46
2022-11-07,81.32
2022-07-11,35.19
2021-01-10,1200.32
2022-01-13,81.32
2021-04-10,203.30
2022-06-20,300.08
2022-12-22,10.46
2022-10-29,1800.51
2021-05-05,81.32
2021-08-30,81.32
2021-01-05,75.75
2022-05-21,162.64
2022-01-11,1500.40
2021-08-14,600.16
2021-11-21,26.15
2021-04-29,1200.32
2021-01-26,900.24
2021-12-22,60.60
2021-12-03,900.24
2021-03-17,81.32
2021-06-14,15.69
2022-03-26,900.24
2021-03-18,81.32
2022-04-02,10.46
2022-11-17,1500.40
2021-02-03,300.08
2021-09-07,81.32
2021-03-10,600.17
2022-02-25,203.30
2023-02-23,162.64
2022-09-24,1500.40
2022-08-02,1800.51
2021-06-07,10.46
2023-01-05,4200.00
2022-08-22,71.68
2022-02-07,5.23
2021-09-03,600.16
2022-06-09,162.64
2022-10-01,1500.40
2022-02-17,600.16
2022-06-11,15.15
2022-02-14,81.32
2022-09-03,40.66
2022-05-27,900.24
2021-07-26,900.24
2022-10-15,1500.40
2022-12-29,15.69
2021-06-17,1500.40
2022-06-06,300.08
2021-10-26,300.08
2023-01-06,162.64
2023-01-02,71.68
2021-04-29,35.19
2021-06-04,2100.00
2021-10-03,1500.40
2021-02-11,300.08
2022-01-25,1800.51
2022-10-20,2100.00
2022-04-24,1500.40
2021-09-28,121.98
2021-04-22,2100.00
2022-08-27,20.92
2021-01-28,2400.68
2022-05-13,107.52
2022-03-10,1500.40
2021-03-03,1200.32
2021-01-21,15.69
2022-07-08,900.24
2021-07-19,3000.85
2021-04-06,15.15
2022-10-28,107.52
2021-04-22,900.24
2022-02-10,121.98
2022-11-01,15.69
2023-02-28,3000.85
2021-03-04,300.08
2022-05-28,1500.40
2021-09-02,107.52
2021-08-22,162.64
2021-05-15,26.15
2022-08-26,1200.32
2022-05-19,162.64
2021-07-17,1200.32
2023-01-16,600.16
2022-04-13,162.64
2022-05-16,600.16
2021-11-12,143.36
2021-09-09,143.36
2021-02-14,26.15
2022-02-19,300.08
2021-09-20,1500.40
2021-01-24,600.16
2022-11-20,162.64
2022-12-17,600.16
2021-02-26,179.20
2022-01-27,5250.00
2022-07-03,900.24
2021-08-30,3000.85
2021-04-13,1200.32
2021-09-02,121.98
2021-11-28,600.16
2022-06-12,40.66
2022-06-22,2100.00
2022-08-11,179.20
2021-04-05,26.15
2022-01-21,60.60
2021-11-30,1200.34
2022-05-24,600.16
2022-01-15,3150.00
2022-11-11,1800.51
2021-04-23,10.46
2022-05-18,300.08
2021-12-05,203.30
2021-10-18,20.92
2022-10-30,121.98
2022-06-25,26.15
2022-11-06,60.60
2022-06-30,35.19
2021-11-27,15.69
2022-10-05,5.23
2021-04-17,300.08
2022-02-04,58.65
2022-02-25,10.46
2021-01-13,1500.40
2023-01-04,300.08
2021-12-04,600.16
2022-09-13,5.23
2022-05-17,71.68
2021-10-10,1050.00
2021-09-30,60.60
2021-07-09,143.36
2021-05-23,10.46
2022-10-14,26.15
2022-12-30,5.23
2021-07-10,1200.34
2022-05-27,600.16
2021-05-24,1050.00
2023-02-09,20.92
2022-08-28,203.30
2023-01-14,1200.32
2022-03-21,5.23
2022-10-06,300.08
2021-02-09,1200.32
2022-06-13,23.46
2022-12-04,600.16
2021-09-25,81.32
2021-04-21,600.17
2022-06-15,121.98
2021-09-22,1200.32
2021-06-09,143.36
2023-02-20,2100.00
2021-08-15,10.46
2022-03-12,900.24
2023-01-16,26.15
2022-12-18,5.23
2022-11-07,1050.00
2023-02-19,121.98
2022-04-04,1800.51
2022-02-21,600.16
2021-10-02,20.92
2021-10-08,1500.40
2023-01-15,5.23
2022-09-24,121.98
2022-04-24,1800.51
2021-02-06,600.16
2021-01-09,5.23
2021-05-22,20.92
2022-09-18,900.24
2021-12-17,71.68
2022-07-09,71.68
2021-03-12,15.69
2022-03-07,1200.32
2021-03-26,900.24
2021-07-29,600.16
2021-11-17,1200.32
2021-06-14,75.75
2021-02-14,3000.85
2021-11-24,107.52
2023-01-01,1200.32
2022-11-05,5.23
2021-09-12,5.23
2021-01-05,600.16
2021-06-18,1200.32
2021-05-12,600.16
2022-11-25,5.23
2021-04-15,600.16
2021-07-05,900.24
2022-05-01,1500.40
2023-02-09,40.66
2021-11-15,26.15
2021-11-24,300.08
2021-04-04,60.60
2022-03-12,3150.00
2023-02-20,1500.40
2021-12-07,600.16
2021-09-07,1500.40
2022-10-27,1500.40
2022-03-14,30.30
2022-06-20,162.64
2021-11-16,35.84
2022-09-09,1050.00
2021-02-06,203.30
2021-01-18,75.75
2022-01-31,203.30
2022-11-18,5.23
2022-08-20,15.15
2022-08-17,3000.85
2021-12-26,10.46
2021-06-10,600.16
2021-04-11,58.65
2022-01-08,600.16
2021-03-11,600.16
2021-04-07,300.08
2022-01-01,107.52
2021-01-18,203.30
2021-09-27,143.36
2022-01-18,58.65
2022-02-17,3000.85
2021-11-10,900.24
2021-03-10,30.30
2022-10-16,1800.51
2022-04-18,203.30
2022-05-31,121.98
2021-11-16,1200.34
2021-06-17,5.23
2021-06-27,143.36
2023-01-02,81.32
2022-04-09,300.08
